HUNDRED_BLOCK,INCIDENT_TYPE,MONTH,YEAR
148TH ST / 88TH AVE,Fatal/Injury Collision,5,2015
121ST ST / 99TH AVE,Fatal/Injury Collision,5,2015
152ND ST / FERGUSON DVRS,Fatal/Injury Collision,5,2015
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
6900 142ND ST,Fatal/Injury Collision,5,2015
12100 88TH AVE,Fatal/Injury Collision,5,2015
12100 88TH AVE,Fatal/Injury Collision,5,2015
14300 72ND AVE,Fatal/Injury Collision,5,2015
14900 67A AVE,Fatal/Injury Collision,5,2015
18300 94TH AVE,Fatal/Injury Collision,5,2015
143A ST / 102ND AVE,Fatal/Injury Collision,5,2015
143A ST / 102ND AVE,Fatal/Injury Collision,5,2015
192ND ST / 28TH AVE,Fatal/Injury Collision,5,2015
175A ST / 60TH AVE,Fatal/Injury Collision,5,2015
190TH ST / 68A AVE,Fatal/Injury Collision,5,2015
124TH ST / 68TH AVE,Fatal/Injury Collision,5,2015
102ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
14700 56TH AVE,Fatal/Injury Collision,5,2015
18400 66A AVE,Fatal/Injury Collision,5,2015
133RD ST / 104TH AVE,Fatal/Injury Collision,5,2015
96TH AVE / 120TH ST,Fatal/Injury Collision,5,2015
71ST AVE / 138TH ST,Fatal/Injury Collision,5,2015
158TH ST / 158TH STREET STRD,Fatal/Injury Collision,5,2015
177B ST / 58A AVE,Fatal/Injury Collision,5,2015
128TH ST / 80TH AVE,Fatal/Injury Collision,5,2015
132ND ST / 88TH AVE,Fatal/Injury Collision,5,2015
156TH ST / 96TH AVE,Fatal/Injury Collision,5,2015
140TH ST / BEAR CREEK DR,Fatal/Injury Collision,5,2015
78TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
68TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
SCOTT RD ONRP / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
9100 148TH ST,Fatal/Injury Collision,5,2015
9400 KING GEORGE BLVD,Fatal/Injury Collision,5,2015
10200 CITY PKWY,Fatal/Injury Collision,5,2015
12300 92ND AVE,Fatal/Injury Collision,5,2015
12700 61ST AVE,Fatal/Injury Collision,5,2015
13100 88TH AVE,Fatal/Injury Collision,5,2015
14200 88TH AVE,Fatal/Injury Collision,5,2015
14300 72ND AVE,Fatal/Injury Collision,5,2015
17500 64TH AVE,Fatal/Injury Collision,5,2015
104TH AVE / 128TH ST,Fatal/Injury Collision,5,2015
88TH AVE / 134B ST,Fatal/Injury Collision,5,2015
69TH AVE / 150B ST,Fatal/Injury Collision,5,2015
188TH ST / 56TH AVE,Fatal/Injury Collision,5,2015
152ND ST / 56TH AVE,Fatal/Injury Collision,5,2015
176TH ST / 92ND AVE,Fatal/Injury Collision,5,2015
64TH AVE / FRASER HWY,Fatal/Injury Collision,5,2015
160TH ST / FRASER HWY,Fatal/Injury Collision,5,2015
9100 148TH ST,Fatal/Injury Collision,5,2015
9900 140TH ST,Fatal/Injury Collision,5,2015
10000 128TH ST,Fatal/Injury Collision,5,2015
168TH ST / 24TH AVE,Fatal/Injury Collision,5,2015
169TH ST / 58A AVE,Fatal/Injury Collision,5,2015
125TH ST / 73A AVE,Fatal/Injury Collision,5,2015
146TH ST / 74TH AVE,Fatal/Injury Collision,5,2015
168TH ST / FRASER HWY,Fatal/Injury Collision,5,2015
56TH AVE / KING GEORGE FRTG,Fatal/Injury Collision,5,2015
105TH AVE / UNIVERSITY DR,Fatal/Injury Collision,5,2015
4500 176TH ST,Fatal/Injury Collision,5,2015
8300 192ND ST,Fatal/Injury Collision,5,2015
12200 KING GEORGE BLVD,Fatal/Injury Collision,5,2015
12600 72ND AVE,Fatal/Injury Collision,5,2015
13500 79TH AVE,Fatal/Injury Collision,5,2015
88TH AVE / 144TH ST,Fatal/Injury Collision,5,2015
UPLAND RD / 148TH ST,Fatal/Injury Collision,5,2015
128TH ST / 74TH AVE,Fatal/Injury Collision,5,2015
FRASER HWY / 96TH AVE,Fatal/Injury Collision,5,2015
152ND ST / FERGUSON DVRS,Fatal/Injury Collision,5,2015
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
120TH ST / MALL ACCESS,Fatal/Injury Collision,5,2015
12700 99TH AVE,Fatal/Injury Collision,5,2015
12700 99TH AVE,Fatal/Injury Collision,5,2015
14600 17TH AVE,Fatal/Injury Collision,5,2015
15900 86A AVE,Fatal/Injury Collision,5,2015
172ND ST / 60TH AVE,Fatal/Injury Collision,5,2015
138TH ST / 72ND AVE,Fatal/Injury Collision,5,2015
176TH ST / 80TH AVE,Fatal/Injury Collision,5,2015
140TH ST / BEAR CREEK DR,Fatal/Injury Collision,5,2015
88TH AVE / LAUDER DR,Fatal/Injury Collision,5,2015
9400 122ND ST,Fatal/Injury Collision,5,2015
18100 67TH AVE,Fatal/Injury Collision,5,2015
176TH ST / 16TH AVE,Fatal/Injury Collision,5,2015
168TH ST / 56TH AVE,Fatal/Injury Collision,5,2015
152ND ST / FRASER HWY,Fatal/Injury Collision,5,2015
104TH AVE / HWY 17,Fatal/Injury Collision,5,2015
7200 144TH ST,Fatal/Injury Collision,5,2015
8900 QUEEN MARY BLVD,Fatal/Injury Collision,5,2015
12200 KING GEORGE BLVD,Fatal/Injury Collision,5,2015
HWY 17 / 104TH AVE,Fatal/Injury Collision,5,2015
84TH AVE / 120TH ST,Fatal/Injury Collision,5,2015
100TH AVE / 132ND ST,Fatal/Injury Collision,5,2015
188TH ST / 60TH AVE,Fatal/Injury Collision,5,2015
144TH ST / 72A AVE,Fatal/Injury Collision,5,2015
KING GEORGE BLVD / 72ND AVE,Fatal/Injury Collision,5,2015
156TH ST / 76A AVE,Fatal/Injury Collision,5,2015
132ND ST / 76TH AVE,Fatal/Injury Collision,5,2015
128TH ST / 82ND AVE,Fatal/Injury Collision,5,2015
HWY 17 / BRIDGEVIEW DR,Fatal/Injury Collision,5,2015
108TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
16TH AVE / MARTIN DR,Fatal/Injury Collision,5,2015
6300 140TH ST,Fatal/Injury Collision,5,2015
10500 SCOTT RD,Fatal/Injury Collision,5,2015
13100 88TH AVE,Fatal/Injury Collision,5,2015
13200 80TH AVE,Fatal/Injury Collision,5,2015
82ND AVE / 128TH ST,Fatal/Injury Collision,5,2015
88TH AVE / 132ND ST,Fatal/Injury Collision,5,2015
57TH AVE / 176A ST,Fatal/Injury Collision,5,2015
152ND ST / 68TH AVE,Fatal/Injury Collision,5,2015
121ST ST / 72ND AVE,Fatal/Injury Collision,5,2015
128TH ST / 88TH AVE,Fatal/Injury Collision,5,2015
120TH ST / 97A AVE,Fatal/Injury Collision,5,2015
152ND ST / 99TH AVE,Fatal/Injury Collision,5,2015
152ND ST / 64TH AVE,Fatal/Injury Collision,5,2015
6900 BRISTOL PL,Fatal/Injury Collision,5,2015
12500 64TH AVE,Fatal/Injury Collision,5,2015
88TH AVE / 132ND ST,Fatal/Injury Collision,5,2015
108TH AVE / 150TH ST,Fatal/Injury Collision,5,2015
128TH ST / 60TH AVE,Fatal/Injury Collision,5,2015
128TH ST / 88TH AVE,Fatal/Injury Collision,5,2015
108TH AVE / CITY PKWY,Fatal/Injury Collision,5,2015
64TH AVE / FRASER HWY,Fatal/Injury Collision,5,2015
96TH AVE / GREEN TIMBERS WAY,Fatal/Injury Collision,5,2015
6500 142ND ST,Fatal/Injury Collision,5,2015
9900 128TH ST,Fatal/Injury Collision,5,2015
HWY 17 / 104TH AVE,Fatal/Injury Collision,5,2015
FRASER HWY / 148TH ST,Fatal/Injury Collision,5,2015
132ND ST / 76TH AVE,Fatal/Injury Collision,5,2015
184TH ST / 8TH AVE,Fatal/Injury Collision,5,2015
7500 140TH ST,Fatal/Injury Collision,5,2015
11500 141A ST,Fatal/Injury Collision,5,2015
14900 104TH AVE,Fatal/Injury Collision,5,2015
15700 92ND AVE,Fatal/Injury Collision,5,2015
104TH AVE / 140TH ST,Fatal/Injury Collision,5,2015
104TH AVE / 148TH ST,Fatal/Injury Collision,5,2015
176TH ST / 58TH AVE,Fatal/Injury Collision,5,2015
128TH ST / 84TH AVE,Fatal/Injury Collision,5,2015
148TH ST / FRASER HWY,Fatal/Injury Collision,5,2015
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
76TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
104TH AVE / OLD YALE RD,Fatal/Injury Collision,5,2015
12600 KING GEORGE BLVD,Fatal/Injury Collision,5,2015
132ND ST / 115TH AVE,Fatal/Injury Collision,5,2015
72ND AVE / 126TH ST,Fatal/Injury Collision,5,2015
168TH ST / 20TH AVE,Fatal/Injury Collision,5,2015
120TH ST / 72ND AVE,Fatal/Injury Collision,5,2015
152ND ST / 76TH AVE,Fatal/Injury Collision,5,2015
KING GEORGE BLVD / 78TH AVE,Fatal/Injury Collision,5,2015
140TH ST / 84TH AVE,Fatal/Injury Collision,5,2015
152ND ST / 88TH AVE,Fatal/Injury Collision,5,2015
131ST ST / 88TH AVE,Fatal/Injury Collision,5,2015
104TH AVE / SCOTT RD,Fatal/Injury Collision,5,2015
HWY 17 / TANNERY RD OFRP,Fatal/Injury Collision,5,2015
105A AVE / UNIVERSITY DR,Fatal/Injury Collision,5,2015
1600 148TH ST,Fatal/Injury Collision,5,2015
2200 176TH ST,Fatal/Injury Collision,5,2015
6200 175A ST,Fatal/Injury Collision,5,2015
7500 184TH ST,Fatal/Injury Collision,5,2015
10400 132ND ST,Fatal/Injury Collision,5,2015
15300 24TH AVE,Fatal/Injury Collision,5,2015
142ND ST / 104TH AVE,Fatal/Injury Collision,5,2015
58TH AVE / 128TH ST,Fatal/Injury Collision,5,2015
93RD AVE / 128TH ST,Fatal/Injury Collision,5,2015
100TH AVE / 140TH ST,Fatal/Injury Collision,5,2015
88TH AVE / 176TH ST,Fatal/Injury Collision,5,2015
80TH AVE / 188TH ST,Fatal/Injury Collision,5,2015
176TH ST / 32ND AVE,Fatal/Injury Collision,5,2015
KING GEORGE BLVD / 58A AVE,Fatal/Injury Collision,5,2015
168TH ST / 80TH AVE,Fatal/Injury Collision,5,2015
KING GEORGE BLVD / 84TH AVE,Fatal/Injury Collision,5,2015
120TH ST / NORDEL WAY,Fatal/Injury Collision,5,2015
100TH AVE / WHALLEY BLVD,Fatal/Injury Collision,5,2015
KING GEORGE BLVD / 88TH AVE,Fatal/Injury Collision,5,2015
9200 168TH ST,Fatal/Injury Collision,5,2015
10500 140TH ST,Fatal/Injury Collision,5,2015
12800 92A AVE,Fatal/Injury Collision,5,2015
14400 64TH AVE,Fatal/Injury Collision,5,2015
15000 68TH AVE,Fatal/Injury Collision,5,2015
19500 8TH AVE,Fatal/Injury Collision,5,2015
104TH AVE / 140TH ST,Fatal/Injury Collision,5,2015
108TH AVE / 140TH ST,Fatal/Injury Collision,5,2015
8TH AVE / 176TH ST,Fatal/Injury Collision,5,2015
96TH AVE / 189TH ST,Fatal/Injury Collision,5,2015
184TH ST / 67TH AVE,Fatal/Injury Collision,5,2015
148TH ST / 72ND AVE,Fatal/Injury Collision,5,2015
KWANTLEN WAY / 72ND AVE,Fatal/Injury Collision,5,2015
140TH ST / 92ND AVE,Fatal/Injury Collision,5,2015
HARVIE RD / FRASER HWY,Fatal/Injury Collision,5,2015
176TH ST / FRASER HWY,Fatal/Injury Collision,5,2015
176TH ST / FRASER HWY,Fatal/Injury Collision,5,2015
160TH ST / MALL ACCESS,Fatal/Injury Collision,5,2015
101ST AVE / WHALLEY BLVD,Fatal/Injury Collision,5,2015
15300 GUILDFORD DR,Fatal/Injury Collision,5,2015
18500 FRASER HWY,Fatal/Injury Collision,5,2015
19400 LANGLEY BPS,Fatal/Injury Collision,5,2015
152A ST / 102A AVE,Fatal/Injury Collision,5,2015
56TH AVE / 132ND ST,Fatal/Injury Collision,5,2015
137TH ST / 74TH AVE,Fatal/Injury Collision,5,2015
132ND ST / 76TH AVE,Fatal/Injury Collision,5,2015
91ST AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
6700 191A ST,Fatal/Injury Collision,5,2015
7700 146A ST,Fatal/Injury Collision,5,2015
12600 72ND AVE,Fatal/Injury Collision,5,2015
13300 COMBER WAY,Fatal/Injury Collision,5,2015
15700 CROYDON DR,Fatal/Injury Collision,5,2015
HWY 17 / 104TH AVE,Fatal/Injury Collision,5,2015
136A ST / 104TH AVE,Fatal/Injury Collision,5,2015
100A AVE / 120TH ST,Fatal/Injury Collision,5,2015
126TH ST / 72ND AVE,Fatal/Injury Collision,5,2015
155TH ST / 80TH AVE,Fatal/Injury Collision,5,2015
132ND ST / 88TH AVE,Fatal/Injury Collision,5,2015
SCOTT RD OFRP / SCOTT RD ONRP,Fatal/Injury Collision,5,2015
108TH AVE / WHALLEY BLVD,Fatal/Injury Collision,5,2015
176A ST / 60TH AVE,Fatal/Injury Collision,5,2015
152ND ST / FRASER HWY,Fatal/Injury Collision,5,2015
105A AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
MARTIN DR / SOUTHMERE CRES,Fatal/Injury Collision,5,2015
7400 KING GEORGE BLVD,Fatal/Injury Collision,5,2015
11100 SCOTT RD,Fatal/Injury Collision,5,2015
19400 54TH AVE,Fatal/Injury Collision,5,2015
102ND AVE / 120TH ST,Fatal/Injury Collision,5,2015
88TH AVE / 132ND ST,Fatal/Injury Collision,5,2015
KING GEORGE BLVD / 20TH AVE,Fatal/Injury Collision,5,2015
188TH ST / 64TH AVE,Fatal/Injury Collision,5,2015
138TH ST / 72ND AVE,Fatal/Injury Collision,5,2015
KING GEORGE BLVD / 77TH AVE,Fatal/Injury Collision,5,2015
132ND ST / 84TH AVE,Fatal/Injury Collision,5,2015
88TH AVE / FRASER HWY,Fatal/Injury Collision,5,2015
140TH ST / FRASER HWY,Fatal/Injury Collision,5,2015
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
128TH ST / PRINCE CHARLES BLVD,Fatal/Injury Collision,5,2015
2300 KING GEORGE BLVD,Fatal/Injury Collision,5,2015
10100 128TH ST,Fatal/Injury Collision,5,2015
12700 88TH AVE,Fatal/Injury Collision,5,2015
12900 22B AVE,Fatal/Injury Collision,5,2015
13700 96TH AVE,Fatal/Injury Collision,5,2015
13800 115TH AVE,Fatal/Injury Collision,5,2015
14200 88TH AVE,Fatal/Injury Collision,5,2015
15200 100TH AVE,Fatal/Injury Collision,5,2015
14500 88TH AVE,Fatal/Injury Collision,5,2015
58B AVE / 134TH ST,Fatal/Injury Collision,5,2015
HWY 17 / 136TH ST,Fatal/Injury Collision,5,2015
64TH AVE / 156TH ST,Fatal/Injury Collision,5,2015
16TH AVE / 176TH ST,Fatal/Injury Collision,5,2015
168TH ST / 24TH AVE,Fatal/Injury Collision,5,2015
130TH ST / 72ND AVE,Fatal/Injury Collision,5,2015
140TH ST / 88TH AVE,Fatal/Injury Collision,5,2015
188TH ST / 96TH AVE,Fatal/Injury Collision,5,2015
152ND ST / FERGUSON DVRS,Fatal/Injury Collision,5,2015
SCOTT RD / OLD YALE RD,Fatal/Injury Collision,5,2015
160TH ST / FRASER HWY,Fatal/Injury Collision,5,2015
8800 URSUS CRES,Fatal/Injury Collision,5,2015
12200 KING GEORGE BLVD,Fatal/Injury Collision,5,2015
16700 86A AVE,Fatal/Injury Collision,5,2015
108TH AVE / 150TH ST,Fatal/Injury Collision,5,2015
91ST AVE / 152ND ST,Fatal/Injury Collision,5,2015
104TH AVE / 152ND ST,Fatal/Injury Collision,5,2015
102A AVE / 153RD ST,Fatal/Injury Collision,5,2015
176TH ST / 20TH AVE,Fatal/Injury Collision,5,2015
144TH ST / 64TH AVE,Fatal/Injury Collision,5,2015
132ND ST / 70B AVE,Fatal/Injury Collision,5,2015
120TH ST / 75A AVE,Fatal/Injury Collision,5,2015
126TH ST / 88TH AVE,Fatal/Injury Collision,5,2015
126TH ST / 88TH AVE,Fatal/Injury Collision,5,2015
126TH ST / 88TH AVE,Fatal/Injury Collision,5,2015
126TH ST / 88TH AVE,Fatal/Injury Collision,5,2015
188TH ST / FRASER HWY,Fatal/Injury Collision,5,2015
115A AVE / ROXBURGH RD,Fatal/Injury Collision,5,2015
6400 140A ST,Fatal/Injury Collision,5,2015
12400 75TH AVE,Fatal/Injury Collision,5,2015
12500 CRESCENT RD,Fatal/Injury Collision,5,2015
13300 28TH AVE,Fatal/Injury Collision,5,2015
13500 COLEBROOK RD,Fatal/Injury Collision,5,2015
7600 140TH ST,Fatal/Injury Collision,5,2015
14600 56TH AVE,Fatal/Injury Collision,5,2015
84TH AVE / 132ND ST,Fatal/Injury Collision,5,2015
FRASER HWY / 184TH ST,Fatal/Injury Collision,5,2015
40TH AVE / 192ND ST,Fatal/Injury Collision,5,2015
128TH ST / 70B AVE,Fatal/Injury Collision,5,2015
189TH ST / 70TH AVE,Fatal/Injury Collision,5,2015
142A ST / 89A AVE,Fatal/Injury Collision,5,2015
128TH ST / 96TH AVE,Fatal/Injury Collision,5,2015
KING GEORGE BLVD / CRESCENT RD,Fatal/Injury Collision,5,2015
64TH AVE / 194TH ST,Fatal/Injury Collision,5,2015
12400 100TH AVE,Fatal/Injury Collision,5,2015
12200 KING GEORGE BLVD,Fatal/Injury Collision,5,2015
15400 17TH AVE,Fatal/Injury Collision,5,2015
15500 64TH AVE,Fatal/Injury Collision,5,2015
FRASERGLEN DR / 104TH AVE,Fatal/Injury Collision,5,2015
154TH ST / 105TH AVE,Fatal/Injury Collision,5,2015
64TH AVE / 131A ST,Fatal/Injury Collision,5,2015
100TH AVE / 137A ST,Fatal/Injury Collision,5,2015
96TH AVE / 140TH ST,Fatal/Injury Collision,5,2015
96TH AVE / 140TH ST,Fatal/Injury Collision,5,2015
76TH AVE / 148TH ST,Fatal/Injury Collision,5,2015
84TH AVE / 152ND ST,Fatal/Injury Collision,5,2015
150TH ST / 60TH AVE,Fatal/Injury Collision,5,2015
KING GEORGE BLVD / 74TH AVE,Fatal/Injury Collision,5,2015
132ND ST / 81A AVE,Fatal/Injury Collision,5,2015
132ND ST / 81A AVE,Fatal/Injury Collision,5,2015
140TH ST / 88TH AVE,Fatal/Injury Collision,5,2015
190TH ST / 96TH AVE,Fatal/Injury Collision,5,2015
152ND ST / 96TH AVE,Fatal/Injury Collision,5,2015
KING GEORGE BLVD / FRASER HWY,Fatal/Injury Collision,5,2015
132ND ST / KING GEORGE BLVD,Fatal/Injury Collision,5,2015
128TH ST / PRINCE CHARLES BLVD,Fatal/Injury Collision,5,2015
72ND AVE / 140TH ST,Fatal/Injury Collision,5,2015
CROYDON DR / 154TH ST,Fatal/Injury Collision,5,2015
100TH AVE / 156TH ST,Fatal/Injury Collision,5,2015
134TH ST / 92ND AVE,Fatal/Injury Collision,5,2015
192ND ST / 64TH AVE,Fatal/Injury Collision,5,2015
6400 KING GEORGE BLVD,Fatal/Injury Collision,5,2015
10700 146TH ST,Fatal/Injury Collision,5,2015
14000 72ND AVE,Fatal/Injury Collision,5,2015
7400 120TH ST,Fatal/Injury Collision,5,2015
18200 57A AVE,Fatal/Injury Collision,5,2015
104TH AVE / 132ND ST,Fatal/Injury Collision,5,2015
105TH AVE / 138TH ST,Fatal/Injury Collision,5,2015
104TH AVE / 156TH ST,Fatal/Injury Collision,5,2015
104TH AVE / 156TH ST,Fatal/Injury Collision,5,2015
128TH ST / 64TH AVE,Fatal/Injury Collision,5,2015
192ND ST / 73RD AVE,Fatal/Injury Collision,5,2015
133A ST / 89TH AVE,Fatal/Injury Collision,5,2015
120TH ST / 93A AVE,Fatal/Injury Collision,5,2015
184TH ST / CLAYTONHILL DR,Fatal/Injury Collision,5,2015
192ND ST / 36TH AVE,Fatal/Injury Collision,5,2015
5200 KING GEORGE BLVD,Fatal/Injury Collision,5,2015
121ST ST / 103A AVE,Fatal/Injury Collision,5,2015
UNIVERSITY DR / 104TH AVE,Fatal/Injury Collision,5,2015
88TH AVE / 156TH ST,Fatal/Injury Collision,5,2015
40TH AVE / GIBBSONS LANE,Fatal/Injury Collision,5,2015
196TH ST / 72ND AVE,Fatal/Injury Collision,5,2015
6200 132ND ST,Fatal/Injury Collision,6,2015
8400 128TH ST,Fatal/Injury Collision,6,2015
12800 16TH AVE,Fatal/Injury Collision,6,2015
19400 56TH AVE,Fatal/Injury Collision,6,2015
19500 0TH AVE,Fatal/Injury Collision,6,2015
32ND AVE / 176TH ST,Fatal/Injury Collision,6,2015
160TH ST / 32ND AVE,Fatal/Injury Collision,6,2015
134TH ST / 70B AVE,Fatal/Injury Collision,6,2015
121A ST / 75TH AVE,Fatal/Injury Collision,6,2015
132ND ST / 86TH AVE,Fatal/Injury Collision,6,2015
120TH ST / 96TH AVE,Fatal/Injury Collision,6,2015
179TH ST / DALY RD,Fatal/Injury Collision,6,2015
CROYDON DR / MALL ACCESS,Fatal/Injury Collision,6,2015
2400 163RD ST,Fatal/Injury Collision,6,2015
6900 KING GEORGE BLVD,Fatal/Injury Collision,6,2015
7000 120TH ST,Fatal/Injury Collision,6,2015
12400 99TH AVE,Fatal/Injury Collision,6,2015
19500 BLOCK COLEBROOK RD,Fatal/Injury Collision,6,2015
SCOTT RD / 103A AVE,Fatal/Injury Collision,6,2015
160TH ST / 104TH AVE,Fatal/Injury Collision,6,2015
150TH ST / 104TH AVE,Fatal/Injury Collision,6,2015
84TH AVE / 132ND ST,Fatal/Injury Collision,6,2015
152ND ST / 56TH AVE,Fatal/Injury Collision,6,2015
152ND ST / 64TH AVE,Fatal/Injury Collision,6,2015
142ND ST / 64TH AVE,Fatal/Injury Collision,6,2015
178A ST / 68TH AVE,Fatal/Injury Collision,6,2015
140TH ST / 88TH AVE,Fatal/Injury Collision,6,2015
120TH ST / 98TH AVE,Fatal/Injury Collision,6,2015
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2015
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2015
62ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2015
9600 120TH ST,Fatal/Injury Collision,6,2015
9600 186TH ST,Fatal/Injury Collision,6,2015
10000 WHALLEY BLVD,Fatal/Injury Collision,6,2015
12800 85TH AVE,Fatal/Injury Collision,6,2015
12800 85TH AVE,Fatal/Injury Collision,6,2015
13100 COLEBROOK RD,Fatal/Injury Collision,6,2015
13600 64A AVE,Fatal/Injury Collision,6,2015
16500 FRASER HWY,Fatal/Injury Collision,6,2015
108TH AVE / 140TH ST,Fatal/Injury Collision,6,2015
102A AVE / 152ND ST,Fatal/Injury Collision,6,2015
162ND ST / 26B AVE,Fatal/Injury Collision,6,2015
189TH ST / 68TH AVE,Fatal/Injury Collision,6,2015
120TH ST / 80TH AVE,Fatal/Injury Collision,6,2015
159TH ST / 96TH AVE,Fatal/Injury Collision,6,2015
108TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2015
6300 120TH ST,Fatal/Injury Collision,6,2015
9800 156TH ST,Fatal/Injury Collision,6,2015
10200 128A ST,Fatal/Injury Collision,6,2015
10300 152ND ST,Fatal/Injury Collision,6,2015
12500 110TH AVE,Fatal/Injury Collision,6,2015
72ND AVE / 120TH ST,Fatal/Injury Collision,6,2015
76TH AVE / 128TH ST,Fatal/Injury Collision,6,2015
80TH AVE / 128TH ST,Fatal/Injury Collision,6,2015
64TH AVE / 152ND ST,Fatal/Injury Collision,6,2015
84TH AVE / 160TH ST,Fatal/Injury Collision,6,2015
88TH AVE / 162ND ST,Fatal/Injury Collision,6,2015
KING GEORGE BLVD / 16TH AVE,Fatal/Injury Collision,6,2015
132ND ST / 96TH AVE,Fatal/Injury Collision,6,2015
96TH AVE / FRASER HWY,Fatal/Injury Collision,6,2015
8900 CRICHTON DR,Fatal/Injury Collision,6,2015
9200 BLOCK 168TH ST,Fatal/Injury Collision,6,2015
12100 92ND AVE,Fatal/Injury Collision,6,2015
12700 80TH AVE,Fatal/Injury Collision,6,2015
96TH AVE / 128TH ST,Fatal/Injury Collision,6,2015
68TH AVE / 137A ST,Fatal/Injury Collision,6,2015
104TH AVE / 149A ST,Fatal/Injury Collision,6,2015
88TH AVE / 152ND ST,Fatal/Injury Collision,6,2015
84TH AVE / 156TH ST,Fatal/Injury Collision,6,2015
20TH AVE / 176TH ST,Fatal/Injury Collision,6,2015
184TH ST / 24TH AVE,Fatal/Injury Collision,6,2015
128TH ST / 66TH AVE,Fatal/Injury Collision,6,2015
156TH ST / 88TH AVE,Fatal/Injury Collision,6,2015
108TH AVE / FERGUSON DVRS,Fatal/Injury Collision,6,2015
184TH ST / FRASER HWY,Fatal/Injury Collision,6,2015
108TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,6,2015
176TH ST OFRP / TRANS CANADA HWY,Fatal/Injury Collision,6,2015
7300 128TH ST,Fatal/Injury Collision,6,2015
10300 152ND ST,Fatal/Injury Collision,6,2015
16000 BLOCK 64TH AVE,Fatal/Injury Collision,6,2015
18200 BLOCK 88TH AVE,Fatal/Injury Collision,6,2015
138TH ST / 104TH AVE,Fatal/Injury Collision,6,2015
136TH ST / 112TH AVE,Fatal/Injury Collision,6,2015
76A AVE / 120TH ST,Fatal/Injury Collision,6,2015
NORDEL WAY / 120TH ST,Fatal/Injury Collision,6,2015
90A AVE / 126TH ST,Fatal/Injury Collision,6,2015
148TH ST / 84TH AVE,Fatal/Injury Collision,6,2015
FRASER HWY / 88TH AVE,Fatal/Injury Collision,6,2015
HWY 17 / BRIDGEVIEW DR OFRP,Fatal/Injury Collision,6,2015
176TH ST / FRASER HWY,Fatal/Injury Collision,6,2015
FRASER HWY / WHALLEY BLVD,Fatal/Injury Collision,6,2015
6700 144B ST,Fatal/Injury Collision,6,2015
6900 120TH ST,Fatal/Injury Collision,6,2015
9200 120TH ST,Fatal/Injury Collision,6,2015
92ND AVE / 120TH ST,Fatal/Injury Collision,6,2015
88TH AVE / 128TH ST,Fatal/Injury Collision,6,2015
96TH AVE / 132ND ST,Fatal/Injury Collision,6,2015
92ND AVE / 144TH ST,Fatal/Injury Collision,6,2015
104TH AVE / 146TH ST,Fatal/Injury Collision,6,2015
104TH AVE / 149A ST,Fatal/Injury Collision,6,2015
FRASER HWY / 152ND ST,Fatal/Injury Collision,6,2015
152ND ST / 34TH AVE,Fatal/Injury Collision,6,2015
126TH ST / 72ND AVE,Fatal/Injury Collision,6,2015
132ND ST / 88TH AVE,Fatal/Injury Collision,6,2015
144TH ST / FRASER HWY,Fatal/Injury Collision,6,2015
84TH AVE / FRASER HWY,Fatal/Injury Collision,6,2015
3100 KING GEORGE BLVD,Fatal/Injury Collision,6,2015
7400 120TH ST,Fatal/Injury Collision,6,2015
12300 KING GEORGE BLVD,Fatal/Injury Collision,6,2015
14900 40TH AVE,Fatal/Injury Collision,6,2015
15200 FRASER HWY,Fatal/Injury Collision,6,2015
15300 88TH AVE,Fatal/Injury Collision,6,2015
17300 40TH AVE,Fatal/Injury Collision,6,2015
17900 56TH AVE,Fatal/Injury Collision,6,2015
18900 62A AVE,Fatal/Injury Collision,6,2015
88TH AVE / 141A ST,Fatal/Injury Collision,6,2015
FRASER HWY / 148TH ST,Fatal/Injury Collision,6,2015
56TH AVE / 152ND ST,Fatal/Injury Collision,6,2015
32ND AVE / 168TH ST,Fatal/Injury Collision,6,2015
HWY 17 / 176TH ST,Fatal/Injury Collision,6,2015
176TH ST / 64TH AVE,Fatal/Injury Collision,6,2015
KING GEORGE BLVD / 80TH AVE,Fatal/Injury Collision,6,2015
133A ST / 88TH AVE,Fatal/Injury Collision,6,2015
7300 KING GEORGE BLVD,Fatal/Injury Collision,6,2015
14300 66TH AVE,Fatal/Injury Collision,6,2015
